"dz_2001","chp"
"S01006049","S03000030"
"S01006050","S03000030"
"S01006054","S03000030"
"S01005982","S03000030"
"S01006059","S03000030"
"S01006053","S03000030"
"S01006048","S03000030"
"S01006055","S03000030"
"S01006038","S03000030"
"S01006030","S03000030"
"S01006042","S03000030"
"S01006027","S03000030"
"S01005987","S03000030"
"S01005988","S03000030"
"S01005992","S03000030"
"S01006000","S03000030"
"S01006011","S03000030"
"S01006006","S03000030"
"S01006020","S03000030"
"S01006002","S03000030"
"S01006022","S03000030"
"S01006026","S03000030"
"S01006024","S03000030"
"S01005981","S03000030"
"S01006015","S03000030"
"S01005995","S03000030"
"S01006007","S03000030"
"S01005866","S03000030"
"S01005870","S03000030"
"S01005894","S03000030"
"S01005877","S03000030"
"S01005898","S03000030"
"S01005881","S03000030"
"S01005901","S03000030"
"S01005909","S03000030"
"S01005883","S03000030"
"S01005871","S03000030"
"S01005872","S03000030"
"S01005862","S03000030"
"S01005844","S03000030"
"S01005868","S03000030"
"S01005852","S03000030"
"S01005859","S03000030"
"S01005845","S03000030"
"S01005830","S03000030"
"S01005895","S03000030"
"S01005915","S03000030"
"S01005918","S03000030"
"S01005922","S03000030"
"S01005942","S03000030"
"S01005904","S03000030"
"S01005920","S03000030"
"S01005897","S03000030"
"S01005934","S03000030"
"S01005935","S03000030"
"S01005945","S03000030"
"S01005943","S03000030"
"S01005931","S03000030"
"S01005949","S03000030"
"S01005950","S03000030"
"S01005923","S03000030"
"S01005887","S03000030"
"S01005893","S03000030"
"S01005912","S03000030"
"S01005930","S03000030"
"S01005889","S03000030"
"S01005924","S03000030"
"S01005903","S03000030"
"S01005937","S03000030"
"S01005929","S03000030"
"S01005910","S03000030"
"S01005933","S03000030"
"S01005919","S03000030"
"S01005925","S03000030"
"S01005941","S03000030"
"S01005916","S03000030"
"S01005882","S03000030"
"S01005861","S03000030"
"S01005863","S03000030"
"S01005847","S03000030"
"S01005851","S03000030"
"S01005834","S03000030"
"S01005816","S03000030"
"S01005815","S03000030"
"S01005789","S03000030"
"S01005846","S03000030"
"S01005840","S03000030"
"S01005801","S03000030"
"S01005749","S03000030"
"S01005786","S03000030"
"S01005810","S03000030"
"S01005825","S03000030"
"S01005821","S03000030"
"S01005864","S03000030"
"S01005856","S03000030"
"S01005824","S03000030"
"S01005817","S03000030"
"S01005793","S03000030"
"S01005841","S03000030"
"S01005828","S03000030"
"S01005822","S03000030"
"S01005839","S03000030"
"S01005829","S03000030"
"S01005853","S03000030"
"S01005860","S03000030"
"S01005835","S03000030"
"S01005827","S03000030"
"S01005873","S03000030"
"S01005812","S03000030"
"S01005836","S03000030"
"S01005811","S03000030"
"S01005808","S03000030"
"S01005799","S03000030"
"S01005823","S03000030"
"S01005787","S03000030"
"S01005790","S03000030"
"S01005795","S03000030"
"S01005837","S03000030"
"S01005813","S03000030"
"S01005820","S03000030"
"S01005784","S03000030"
"S01005807","S03000030"
"S01005809","S03000030"
"S01005780","S03000030"
"S01005798","S03000030"
"S01005792","S03000030"
"S01005803","S03000030"
"S01001674","S03000017"
"S01001672","S03000017"
"S01001670","S03000017"
"S01001673","S03000017"
"S01001677","S03000017"
"S01001671","S03000017"
"S01001675","S03000017"
"S01001722","S03000017"
"S01001727","S03000017"
"S01001714","S03000017"
"S01001701","S03000017"
"S01001719","S03000017"
"S01001706","S03000017"
"S01001730","S03000017"
"S01001735","S03000017"
"S01001717","S03000017"
"S01001734","S03000017"
"S01001728","S03000017"
"S01001726","S03000017"
"S01001711","S03000017"
"S01001731","S03000017"
"S01001739","S03000017"
"S01001737","S03000017"
"S01001718","S03000017"
"S01001707","S03000017"
"S01001694","S03000017"
"S01001729","S03000017"
"S01001710","S03000017"
"S01001698","S03000017"
"S01001689","S03000017"
"S01003025","S03000021"
"S01001685","S03000017"
"S01001681","S03000017"
"S01001676","S03000017"
"S01001688","S03000017"
"S01001680","S03000017"
"S01001687","S03000017"
"S01001691","S03000017"
"S01001686","S03000017"
"S01001695","S03000017"
"S01001679","S03000017"
"S01001696","S03000017"
"S01001683","S03000017"
"S01001700","S03000017"
"S01001692","S03000017"
"S01001715","S03000017"
"S01001713","S03000017"
"S01001690","S03000017"
"S01001703","S03000017"
"S01001702","S03000017"
"S01001709","S03000017"
"S01001697","S03000017"
"S01001708","S03000017"
"S01001678","S03000017"
"S01001705","S03000017"
"S01001699","S03000017"
"S01001693","S03000017"
"S01001770","S03000017"
"S01001778","S03000017"
"S01001761","S03000017"
"S01001776","S03000017"
"S01001783","S03000017"
"S01001765","S03000017"
"S01001757","S03000017"
"S01001759","S03000017"
"S01001786","S03000017"
"S01001740","S03000017"
"S01001788","S03000017"
"S01001785","S03000017"
"S01001787","S03000017"
"S01001751","S03000017"
"S01001732","S03000017"
"S01001733","S03000017"
"S01005172","S03000020"
"S01001749","S03000017"
"S01001744","S03000017"
"S01001750","S03000017"
"S01001747","S03000017"
"S01001742","S03000017"
"S01001760","S03000017"
"S01001743","S03000017"
"S01001753","S03000017"
"S01001741","S03000017"
"S01001682","S03000017"
"S01001725","S03000017"
"S01001716","S03000017"
"S01001724","S03000017"
"S01001712","S03000017"
"S01001684","S03000017"
"S01006179","S03000023"
"S01006181","S03000023"
"S01006183","S03000023"
"S01006182","S03000023"
"S01006186","S03000023"
"S01006180","S03000023"
"S01006193","S03000023"
"S01006199","S03000023"
"S01006203","S03000023"
"S01006205","S03000023"
"S01006197","S03000023"
"S01006194","S03000023"
"S01006190","S03000023"
"S01006192","S03000023"
"S01006189","S03000023"
"S01006187","S03000023"
"S01006185","S03000023"
"S01006184","S03000023"
"S01006195","S03000023"
"S01006196","S03000023"
"S01006200","S03000023"
"S01006204","S03000023"
"S01006210","S03000023"
"S01006208","S03000023"
"S01006214","S03000023"
"S01006213","S03000023"
"S01006198","S03000023"
"S01006202","S03000023"
"S01006191","S03000023"
"S01006188","S03000023"
"S01006201","S03000023"
"S01006207","S03000023"
"S01006211","S03000023"
"S01006230","S03000023"
"S01006227","S03000023"
"S01006231","S03000023"
"S01006229","S03000023"
"S01006217","S03000023"
"S01006225","S03000023"
"S01006218","S03000023"
"S01006215","S03000023"
"S01006223","S03000023"
"S01006221","S03000023"
"S01006222","S03000023"
"S01006226","S03000023"
"S01006228","S03000023"
"S01006241","S03000023"
"S01006232","S03000023"
"S01006238","S03000023"
"S01006234","S03000023"
"S01006236","S03000023"
"S01006262","S03000023"
"S01006249","S03000023"
"S01006251","S03000023"
"S01006257","S03000023"
"S01006252","S03000023"
"S01006244","S03000023"
"S01006242","S03000023"
"S01006235","S03000023"
"S01006239","S03000023"
"S01006255","S03000023"
"S01006261","S03000023"
"S01006259","S03000023"
"S01006260","S03000023"
"S01006258","S03000023"
"S01006248","S03000023"
"S01006275","S03000023"
"S01006246","S03000023"
"S01006237","S03000023"
"S01006263","S03000023"
"S01006266","S03000023"
"S01006240","S03000023"
"S01006245","S03000023"
"S01006272","S03000023"
"S01006256","S03000023"
"S01006253","S03000023"
"S01006254","S03000023"
"S01006250","S03000023"
"S01000758","S03000023"
"S01006278","S03000023"
"S01006277","S03000023"
"S01006286","S03000023"
"S01006280","S03000023"
"S01006287","S03000023"
"S01006282","S03000023"
"S01006281","S03000023"
"S01006284","S03000023"
"S01006283","S03000023"
"S01006270","S03000023"
"S01006288","S03000023"
"S01006285","S03000023"
"S01006289","S03000023"
"S01006292","S03000023"
"S01006290","S03000023"
"S01006291","S03000023"
"S01006293","S03000023"
"S01006279","S03000023"
"S01006276","S03000023"
"S01006268","S03000023"
"S01006267","S03000023"
"S01006271","S03000023"
"S01006274","S03000023"
"S01006273","S03000023"
"S01006269","S03000023"
"S01006265","S03000023"
"S01006264","S03000023"
"S01004596","S03000029"
"S01004577","S03000029"
"S01004587","S03000029"
"S01004613","S03000029"
"S01004566","S03000029"
"S01004604","S03000029"
"S01004606","S03000029"
"S01004616","S03000029"
"S01004607","S03000029"
"S01004603","S03000029"
"S01004583","S03000029"
"S01004588","S03000029"
"S01004575","S03000029"
"S01004579","S03000029"
"S01004564","S03000029"
"S01004567","S03000029"
"S01004554","S03000029"
"S01004565","S03000029"
"S01004547","S03000029"
"S01004531","S03000029"
"S01004543","S03000029"
"S01004563","S03000029"
"S01004549","S03000029"
"S01004550","S03000029"
"S01004556","S03000029"
"S01004586","S03000029"
"S01004578","S03000029"
"S01004574","S03000029"
"S01004589","S03000029"
"S01004595","S03000029"
"S01004601","S03000029"
"S01004612","S03000029"
"S01004608","S03000029"
"S01004597","S03000029"
"S01004605","S03000029"
"S01004600","S03000029"
"S01004610","S03000029"
"S01004609","S03000029"
"S01004619","S03000029"
"S01004623","S03000029"
"S01004620","S03000029"
"S01004614","S03000029"
"S01004622","S03000029"
"S01004617","S03000029"
"S01004624","S03000029"
"S01004671","S03000029"
"S01004630","S03000029"
"S01004633","S03000029"
"S01004626","S03000029"
"S01004643","S03000029"
"S01004675","S03000029"
"S01004704","S03000029"
"S01004649","S03000029"
"S01004660","S03000029"
"S01004665","S03000029"
"S01004666","S03000029"
"S01004663","S03000029"
"S01004672","S03000029"
"S01004681","S03000029"
"S01004640","S03000029"
"S01004642","S03000029"
"S01004634","S03000029"
"S01004650","S03000029"
"S01004651","S03000029"
"S01004647","S03000029"
"S01004615","S03000029"
"S01004658","S03000029"
"S01004644","S03000029"
"S01004621","S03000029"
"S01004715","S03000029"
"S01004625","S03000029"
"S01005718","S03000030"
"S01005711","S03000030"
"S01005719","S03000030"
"S01005709","S03000030"
"S01005741","S03000030"
"S01005733","S03000030"
"S01005689","S03000030"
"S01005700","S03000030"
"S01005722","S03000030"
"S01005724","S03000030"
"S01005685","S03000030"
"S01005720","S03000030"
"S01005716","S03000030"
"S01005723","S03000030"
"S01005714","S03000030"
"S01005746","S03000030"
"S01005684","S03000030"
"S01005683","S03000030"
"S01005680","S03000030"
"S01005687","S03000030"
"S01005679","S03000030"
"S01005686","S03000030"
"S01005688","S03000030"
"S01005674","S03000030"
"S01005676","S03000030"
"S01005672","S03000030"
"S01005670","S03000030"
"S01005726","S03000030"
"S01005708","S03000030"
"S01005707","S03000030"
"S01005715","S03000030"
"S01005693","S03000030"
"S01005713","S03000030"
"S01005704","S03000030"
"S01005701","S03000030"
"S01005717","S03000030"
"S01005699","S03000030"
"S01005712","S03000030"
"S01005705","S03000030"
"S01005706","S03000030"
"S01005850","S03000030"
"S01005865","S03000030"
"S01005802","S03000030"
"S01005838","S03000030"
"S01005739","S03000030"
"S01005692","S03000030"
"S01005732","S03000030"
"S01005725","S03000030"
"S01005721","S03000030"
"S01005730","S03000030"
"S01005695","S03000030"
"S01005727","S03000030"
"S01005691","S03000030"
"S01005702","S03000030"
"S01005698","S03000030"
"S01005675","S03000030"
"S01005696","S03000030"
"S01005677","S03000030"
"S01005697","S03000030"
"S01005694","S03000030"
"S01005710","S03000030"
"S01005703","S03000030"
"S01005681","S03000030"
"S01005682","S03000030"
"S01005690","S03000030"
"S01005673","S03000030"
"S01005678","S03000030"
"S01005671","S03000030"
"S01004552","S03000029"
"S01004535","S03000029"
"S01004542","S03000029"
"S01004532","S03000029"
"S01004541","S03000029"
"S01004544","S03000029"
"S01004530","S03000029"
"S01004529","S03000029"
"S01004537","S03000029"
"S01004533","S03000029"
"S01004536","S03000029"
"S01004534","S03000029"
"S01004528","S03000029"
"S01004545","S03000029"
"S01004555","S03000029"
"S01004559","S03000029"
"S01004553","S03000029"
"S01004573","S03000029"
"S01004571","S03000029"
"S01004582","S03000029"
"S01004598","S03000029"
"S01004581","S03000029"
"S01004561","S03000029"
"S01004560","S03000029"
"S01004569","S03000029"
"S01004548","S03000029"
"S01004540","S03000029"
"S01004538","S03000029"
"S01004546","S03000029"
"S01004576","S03000029"
"S01004539","S03000029"
"S01004558","S03000029"
"S01004590","S03000029"
"S01004562","S03000029"
"S01004557","S03000029"
"S01004572","S03000029"
"S01004570","S03000029"
"S01004568","S03000029"
"S01004580","S03000029"
"S01004602","S03000029"
"S01004592","S03000029"
"S01004551","S03000029"
"S01004584","S03000029"
"S01004593","S03000029"
"S01004585","S03000029"
"S01004594","S03000029"
"S01004591","S03000029"
"S01005796","S03000030"
"S01005952","S03000030"
"S01005955","S03000030"
"S01005940","S03000030"
"S01005953","S03000030"
"S01005957","S03000030"
"S01005951","S03000030"
"S01005947","S03000030"
"S01005938","S03000030"
"S01005886","S03000030"
"S01005926","S03000030"
"S01005907","S03000030"
"S01005914","S03000030"
"S01005927","S03000030"
"S01005908","S03000030"
"S01005892","S03000030"
"S01005899","S03000030"
"S01005879","S03000030"
"S01005880","S03000030"
"S01005857","S03000030"
"S01005832","S03000030"
"S01005819","S03000030"
"S01005818","S03000030"
"S01005831","S03000030"
"S01005902","S03000030"
"S01005900","S03000030"
"S01005855","S03000030"
"S01005805","S03000030"
"S01005884","S03000030"
"S01005876","S03000030"
"S01005842","S03000030"
"S01005826","S03000030"
"S01005814","S03000030"
"S01005849","S03000030"
"S01005833","S03000030"
"S01005854","S03000030"
"S01005874","S03000030"
"S01005867","S03000030"
"S01005875","S03000030"
"S01005896","S03000030"
"S01005848","S03000030"
"S01005858","S03000030"
"S01005869","S03000030"
"S01005888","S03000030"
"S01005890","S03000030"
"S01005891","S03000030"
"S01005911","S03000030"
"S01005885","S03000030"
"S01005878","S03000030"
"S01005944","S03000030"
"S01005921","S03000030"
"S01005946","S03000030"
"S01005939","S03000030"
"S01005932","S03000030"
"S01005913","S03000030"
"S01005936","S03000030"
"S01005928","S03000030"
"S01005917","S03000030"
"S01005906","S03000030"
"S01004661","S03000029"
"S01004678","S03000029"
"S01004670","S03000029"
"S01004637","S03000029"
"S01004693","S03000029"
"S01004677","S03000029"
"S01004667","S03000029"
"S01004679","S03000029"
"S01004682","S03000029"
"S01004689","S03000029"
"S01004685","S03000029"
"S01004655","S03000029"
"S01004639","S03000029"
"S01004627","S03000029"
"S01004629","S03000029"
"S01004652","S03000029"
"S01004645","S03000029"
"S01004632","S03000029"
"S01004635","S03000029"
"S01004653","S03000029"
"S01004659","S03000029"
"S01004648","S03000029"
"S01004638","S03000029"
"S01004641","S03000029"
"S01004656","S03000029"
"S01004646","S03000029"
"S01004668","S03000029"
"S01004765","S03000029"
"S01004770","S03000029"
"S01004757","S03000029"
"S01004783","S03000029"
"S01004774","S03000029"
"S01004791","S03000029"
"S01004784","S03000029"
"S01004794","S03000029"
"S01004801","S03000029"
"S01004811","S03000029"
"S01004809","S03000029"
"S01004840","S03000029"
"S01004808","S03000029"
"S01004835","S03000029"
"S01004799","S03000029"
"S01004810","S03000029"
"S01004813","S03000029"
"S01004816","S03000029"
"S01004822","S03000029"
"S01004825","S03000029"
"S01004763","S03000029"
"S01004787","S03000029"
"S01004772","S03000029"
"S01004779","S03000029"
"S01004775","S03000029"
"S01004792","S03000029"
"S01004781","S03000029"
"S01004761","S03000029"
"S01004749","S03000029"
"S01004706","S03000029"
"S01004748","S03000029"
"S01004735","S03000029"
"S01004733","S03000029"
"S01004738","S03000029"
"S01004711","S03000029"
"S01004727","S03000029"
"S01004728","S03000029"
"S01004750","S03000029"
"S01004722","S03000029"
"S01004721","S03000029"
"S01004716","S03000029"
"S01004732","S03000029"
"S01004751","S03000029"
"S01004719","S03000029"
"S01004736","S03000029"
"S01004717","S03000029"
"S01004724","S03000029"
"S01004730","S03000029"
"S01004731","S03000029"
"S01004742","S03000029"
"S01004745","S03000029"
"S01004746","S03000029"
"S01004729","S03000029"
"S01004789","S03000029"
"S01004782","S03000029"
"S01004831","S03000029"
"S01004793","S03000029"
"S01004798","S03000029"
"S01004795","S03000029"
"S01004807","S03000029"
"S01004805","S03000029"
"S01004814","S03000029"
"S01004818","S03000029"
"S01004824","S03000029"
"S01004839","S03000029"
"S01004828","S03000029"
"S01004804","S03000029"
"S01004802","S03000029"
"S01004826","S03000029"
"S01004786","S03000029"
"S01004812","S03000029"
"S01004817","S03000029"
"S01004803","S03000029"
"S01004820","S03000029"
"S01004796","S03000029"
"S01004797","S03000029"
"S01004800","S03000029"
"S01004806","S03000029"
"S01004771","S03000029"
"S01004819","S03000029"
"S01004821","S03000029"
"S01004823","S03000029"
"S01004827","S03000029"
"S01004829","S03000029"
"S01004830","S03000029"
"S01004780","S03000029"
"S01004768","S03000029"
"S01004773","S03000029"
"S01004764","S03000029"
"S01004701","S03000029"
"S01004769","S03000029"
"S01004777","S03000029"
"S01004785","S03000029"
"S01004752","S03000029"
"S01004740","S03000029"
"S01004790","S03000029"
"S01004725","S03000029"
"S01004714","S03000029"
"S01004703","S03000029"
"S01004705","S03000029"
"S01004759","S03000029"
"S01004788","S03000029"
"S01004710","S03000029"
"S01004712","S03000029"
"S01004708","S03000029"
"S01004776","S03000029"
"S01004766","S03000029"
"S01004723","S03000029"
"S01004756","S03000029"
"S01004754","S03000029"
"S01004747","S03000029"
"S01004767","S03000029"
"S01004760","S03000029"
"S01004778","S03000029"
"S01004739","S03000029"
"S01004743","S03000029"
"S01004713","S03000029"
"S01004669","S03000029"
"S01004657","S03000029"
"S01004673","S03000029"
"S01004664","S03000029"
"S01004674","S03000029"
"S01004718","S03000029"
"S01004720","S03000029"
"S01004611","S03000029"
"S01004654","S03000029"
"S01004755","S03000029"
"S01004636","S03000029"
"S01004631","S03000029"
"S01004628","S03000029"
"S01004753","S03000029"
"S01004741","S03000029"
"S01004762","S03000029"
"S01005754","S03000030"
"S01005770","S03000030"
"S01005751","S03000030"
"S01005765","S03000030"
"S01005774","S03000030"
"S01005777","S03000030"
"S01005783","S03000030"
"S01005756","S03000030"
"S01005758","S03000030"
"S01005753","S03000030"
"S01005761","S03000030"
"S01005747","S03000030"
"S01005743","S03000030"
"S01005742","S03000030"
"S01005766","S03000030"
"S01005750","S03000030"
"S01005773","S03000030"
"S01005778","S03000030"
"S01005785","S03000030"
"S01005806","S03000030"
"S01005734","S03000030"
"S01005800","S03000030"
"S01005791","S03000030"
"S01005779","S03000030"
"S01005767","S03000030"
"S01005768","S03000030"
"S01005781","S03000030"
"S01005775","S03000030"
"S01005760","S03000030"
"S01005788","S03000030"
"S01005797","S03000030"
"S01005759","S03000030"
"S01005748","S03000030"
"S01005794","S03000030"
"S01005755","S03000030"
"S01005757","S03000030"
"S01005752","S03000030"
"S01005744","S03000030"
"S01005782","S03000030"
"S01005776","S03000030"
"S01005769","S03000030"
"S01005772","S03000030"
"S01005771","S03000030"
"S01005764","S03000030"
"S01005762","S03000030"
"S01005745","S03000030"
"S01005738","S03000030"
"S01005737","S03000030"
"S01005731","S03000030"
"S01005736","S03000030"
"S01005729","S03000030"
"S01005728","S03000030"
"S01005735","S03000030"
"S01005249","S03000020"
"S01005262","S03000020"
"S01005239","S03000020"
"S01005285","S03000020"
"S01005268","S03000020"
"S01005248","S03000020"
"S01005234","S03000020"
"S01005246","S03000020"
"S01005250","S03000020"
"S01005240","S03000020"
"S01005229","S03000020"
"S01005256","S03000020"
"S01005245","S03000020"
"S01005235","S03000020"
"S01005232","S03000020"
"S01005254","S03000020"
"S01005243","S03000020"
"S01005242","S03000020"
"S01005231","S03000020"
"S01005255","S03000020"
"S01005265","S03000020"
"S01005253","S03000020"
"S01005217","S03000020"
"S01005270","S03000020"
"S01005258","S03000020"
"S01005241","S03000020"
"S01005237","S03000020"
"S01005269","S03000020"
"S01005257","S03000020"
"S01005244","S03000020"
"S01005271","S03000020"
"S01005191","S03000020"
"S01005213","S03000020"
"S01005228","S03000020"
"S01005198","S03000020"
"S01005230","S03000020"
"S01005238","S03000020"
"S01005166","S03000020"
"S01005290","S03000020"
"S01005286","S03000020"
"S01005283","S03000020"
"S01005294","S03000020"
"S01005279","S03000020"
"S01005295","S03000020"
"S01004011","S03000018"
"S01005329","S03000020"
"S01005303","S03000020"
"S01005149","S03000020"
"S01005148","S03000020"
"S01005154","S03000020"
"S01005151","S03000020"
"S01005150","S03000020"
"S01004017","S03000018"
"S01004014","S03000018"
"S01004020","S03000018"
"S01004015","S03000018"
"S01004013","S03000018"
"S01004032","S03000018"
"S01004048","S03000018"
"S01004024","S03000018"
"S01004049","S03000018"
"S01004046","S03000018"
"S01004040","S03000018"
"S01004037","S03000018"
"S01004044","S03000018"
"S01004042","S03000018"
"S01004041","S03000018"
"S01004035","S03000018"
"S01004038","S03000018"
"S01004034","S03000018"
"S01004029","S03000018"
"S01004036","S03000018"
"S01004039","S03000018"
"S01004030","S03000018"
"S01004028","S03000018"
"S01004031","S03000018"
"S01004033","S03000018"
"S01004027","S03000018"
"S01004026","S03000018"
"S01004025","S03000018"
"S01005361","S03000020"
"S01005351","S03000020"
"S01004094","S03000018"
"S01004084","S03000018"
"S01004070","S03000018"
"S01004093","S03000018"
"S01004075","S03000018"
"S01004086","S03000018"
"S01004092","S03000018"
"S01004085","S03000018"
"S01004090","S03000018"
"S01004057","S03000018"
"S01004060","S03000018"
"S01004063","S03000018"
"S01004053","S03000018"
"S01004061","S03000018"
"S01004052","S03000018"
"S01004051","S03000018"
"S01004050","S03000018"
"S01004045","S03000018"
"S01004047","S03000018"
"S01004065","S03000018"
"S01004080","S03000018"
"S01004069","S03000018"
"S01004062","S03000018"
"S01004078","S03000018"
"S01004068","S03000018"
"S01004072","S03000018"
"S01004043","S03000018"
"S01004023","S03000018"
"S01004022","S03000018"
"S01004021","S03000018"
"S01004019","S03000018"
"S01004087","S03000018"
"S01004088","S03000018"
"S01004074","S03000018"
"S01004066","S03000018"
"S01004058","S03000018"
"S01004079","S03000018"
"S01004054","S03000018"
"S01004073","S03000018"
"S01004056","S03000018"
"S01004081","S03000018"
"S01004071","S03000018"
"S01004076","S03000018"
"S01004089","S03000018"
"S01004077","S03000018"
"S01004097","S03000018"
"S01004108","S03000018"
"S01004067","S03000018"
"S01004116","S03000018"
"S01004083","S03000018"
"S01004120","S03000018"
"S01004110","S03000018"
"S01004115","S03000018"
"S01004112","S03000018"
"S01004106","S03000018"
"S01004101","S03000018"
"S01004102","S03000018"
"S01004095","S03000018"
"S01004104","S03000018"
"S01004091","S03000018"
"S01004064","S03000018"
"S01004055","S03000018"
"S01004059","S03000018"
"S01004012","S03000018"
"S01004018","S03000018"
"S01004016","S03000018"
"S01004111","S03000018"
"S01004096","S03000018"
"S01004099","S03000018"
"S01004082","S03000018"
"S01004118","S03000018"
"S01004103","S03000018"
"S01004105","S03000018"
"S01004119","S03000018"
"S01004117","S03000018"
"S01004113","S03000018"
"S01004107","S03000018"
"S01004114","S03000018"
"S01004100","S03000018"
"S01004109","S03000018"
"S01004098","S03000018"
"S01005162","S03000020"
"S01005176","S03000020"
"S01005196","S03000020"
"S01005180","S03000020"
"S01005165","S03000020"
"S01005174","S03000020"
"S01005182","S03000020"
"S01005158","S03000020"
"S01005168","S03000020"
"S01005193","S03000020"
"S01005169","S03000020"
"S01005205","S03000020"
"S01005221","S03000020"
"S01005214","S03000020"
"S01005181","S03000020"
"S01005210","S03000020"
"S01005197","S03000020"
"S01005192","S03000020"
"S01005226","S03000020"
"S01005208","S03000020"
"S01005175","S03000020"
"S01005186","S03000020"
"S01005187","S03000020"
"S01005219","S03000020"
"S01005199","S03000020"
"S01005222","S03000020"
"S01005194","S03000020"
"S01005195","S03000020"
"S01005185","S03000020"
"S01005170","S03000020"
"S01005152","S03000020"
"S01005179","S03000020"
"S01005167","S03000020"
"S01005171","S03000020"
"S01005160","S03000020"
"S01005156","S03000020"
"S01005163","S03000020"
"S01005161","S03000020"
"S01005157","S03000020"
"S01005224","S03000020"
"S01005223","S03000020"
"S01005216","S03000020"
"S01005201","S03000020"
"S01005212","S03000020"
"S01005200","S03000020"
"S01005188","S03000020"
"S01005204","S03000020"
"S01005247","S03000020"
"S01005261","S03000020"
"S01005251","S03000020"
"S01005272","S03000020"
"S01005263","S03000020"
"S01005312","S03000020"
"S01005275","S03000020"
"S01005289","S03000020"
"S01005284","S03000020"
"S01005264","S03000020"
"S01005278","S03000020"
"S01005236","S03000020"
"S01005266","S03000020"
"S01005260","S03000020"
"S01005252","S03000020"
"S01005259","S03000020"
"S01005267","S03000020"
"S01005281","S03000020"
"S01005276","S03000020"
"S01005277","S03000020"
"S01005273","S03000020"
"S01005287","S03000020"
"S01005274","S03000020"
"S01005299","S03000020"
"S01005304","S03000020"
"S01005292","S03000020"
"S01005288","S03000020"
"S01005280","S03000020"
"S01005282","S03000020"
"S01005318","S03000020"
"S01005321","S03000020"
"S01005306","S03000020"
"S01005316","S03000020"
"S01005310","S03000020"
"S01005305","S03000020"
"S01005302","S03000020"
"S01005309","S03000020"
"S01005297","S03000020"
"S01005323","S03000020"
"S01005317","S03000020"
"S01005319","S03000020"
"S01005311","S03000020"
"S01005313","S03000020"
"S01005308","S03000020"
"S01005315","S03000020"
"S01005322","S03000020"
"S01005324","S03000020"
"S01005331","S03000020"
"S01005328","S03000020"
"S01005330","S03000020"
"S01005327","S03000020"
"S01005326","S03000020"
"S01005332","S03000020"
"S01005334","S03000020"
"S01005337","S03000020"
"S01005335","S03000020"
"S01005209","S03000020"
"S01005189","S03000020"
"S01005173","S03000020"
"S01005164","S03000020"
"S01005184","S03000020"
"S01005183","S03000020"
"S01005178","S03000020"
"S01005159","S03000020"
"S01005233","S03000020"
"S01005220","S03000020"
"S01005218","S03000020"
"S01005227","S03000020"
"S01005211","S03000020"
"S01005203","S03000020"
"S01005207","S03000020"
"S01005225","S03000020"
"S01005215","S03000020"
"S01005206","S03000020"
"S01005202","S03000020"
"S01005190","S03000020"
"S01005177","S03000020"
"S01005301","S03000020"
"S01005298","S03000020"
"S01005300","S03000020"
"S01005314","S03000020"
"S01005307","S03000020"
"S01005320","S03000020"
"S01005296","S03000020"
"S01005291","S03000020"
"S01005350","S03000020"
"S01005356","S03000020"
"S01005354","S03000020"
"S01005359","S03000020"
"S01005360","S03000020"
"S01005358","S03000020"
"S01005347","S03000020"
"S01005352","S03000020"
"S01005342","S03000020"
"S01005349","S03000020"
"S01005357","S03000020"
"S01005348","S03000020"
"S01005353","S03000020"
"S01005355","S03000020"
"S01005346","S03000020"
"S01005340","S03000020"
"S01005333","S03000020"
"S01005343","S03000020"
"S01005336","S03000020"
"S01005341","S03000020"
"S01005339","S03000020"
"S01005345","S03000020"
"S01005338","S03000020"
"S01005344","S03000020"
"S01005155","S03000020"
"S01005153","S03000020"
